Unnamed: 0,Scientific Name,Common Name,Order,Family,Role in Ecosystem
2273,Erinnyis obscura,Obscure Sphinx,Lepidoptera,Sphingidae,Pest
2274,Spragueia leo,Common Spraguela,Lepidoptera,Noctuidae,Pest
2275,Enallagma hageni,Hagen's Bluet,Odonata,Coenagrionidae,Unknown/Not Available
2276,Piezodorus lituratus,the gorse shield bug,Hemiptera,Pentatomidae,Pest
2277,Glaphyria sesquistrialis,white-roped glaphyria moth,Lepidoptera,Crambidae,Pest
2278,Belenois java,"caper white, common white",Lepidoptera,Pieridae,Pollinator
2279,Cladara atroliturata,Scribbler moth,Lepidoptera,Geometridae,Pest
2280,Jamides bochus,Dark cerulean,Lepidoptera,Lycaenidae,Pollinator
2281,Carpocoris purpureipennis,shield bug,Hemiptera,Pentatomidae,Herbivore
2282,Eurema mexicana,shield bug,Lepidoptera,Pieridae,Pollinator
2283,Tapinoma sessile,Odorous House Ant,Hymenoptera,Formicidae,Pest
2284,Aplocera plagiata,"Treble-Bar, St. John's Wort Inchworm",Lepidoptera,Geometridae,Pollinator
2285,Scarites subterraneus,"the big-headed ground beetle, pedunculate ground beetle",Coleoptera,Carabidae,Predator
2286,Doleschallia bisaltide,Autumn Leaf,Lepidoptera,Nymphalidae,Pollinator
2287,Chalcoela iphitalis,Sooty-winged chalcoela,Lepidoptera,Crambidae,Parasitoid
2288,Graphocephala fennahi,rhododendron leafhopper,Hemiptera,Cicadellidae,Pest
2289,Perizoma alchemillata,small rivulet moth,Lepidoptera,Geometridae,Pollinator
2290,Papilio rumiko,Western Giant Swallowtail,Lepidoptera,Papilionidae,Pollinator
2291,Cicindela campestris,green tiger beetle,Coleoptera,Carabidae,Predator
2292,Acytolepis puspa,Hedge Blue Butterfly,Lepidoptera,Lycaenidae,Pollinator
2293,Megachile sculpturalis,Giant Resin Bee,Hymenoptera,Megachilidae,Pollinator
2294,Spilostethus saxatilis,Cretan Soldier Beetle,Hemiptera,Lygaeidae,Predator
2295,Polygonia faunus,Green comma,Lepidoptera,Nymphalidae,Pollinator
2296,Urola nivalis,Snowy Urola Moth,Lepidoptera,Crambidae,Pollinator
2297,Orthemis ferruginea,Roseate Skimmer,Odonata,Libellulidae,Predator
2298,Icaricia acmon,the Acmon blue,Lepidoptera,Lycaenidae,Pollinator
2299,Melanolestes picipes,"BlackCorsair,Black May Beetle-eatter",Hemiptera,Reduviidae,Predator
2300,Nemoria lixaria,Red-Bordered Emerald,Lepidoptera,Geometridae,Decomposer
2301,Euphoria inda,Bumble Flower Beetle,Coleoptera,Scarabaeidae,Pollinator
2302,Leucania adjuta,adjutant wainscot,Lepidoptera,Noctuidae,Pest
2303,Junonia atlites,Grey pansy,Lepidoptera,Nymphalidae,Pollinator
2304,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,Pollinator
2305,Colostygia pectinataria,Green carpet,Lepidoptera,Geometridae,Unknown/Not Available
2306,Argia sedula,Blue-Ringed Dancer,Odonata,Coenagrionidae,Predator
2307,Bombus pratorum," Early-Nesting Humble-bee, Early Nesting Bumblebee, Early Humble-Bee",Hymenoptera,Apidae,Pollinator
2308,Cosmia trapezina,dun-bar,Lepidoptera,Noctuidae,Pest
2309,Neoconocephalus triops,Broad-Tipped Katydid,Orthoptera,Tettigoniidae,Predator
2310,Nathalis iole,"Dainty Sulphur, Dwarf Yellow",Lepidoptera,Pieridae,Pollinator
2311,Heliconius charithonia,"zebra longwing, zebra heliconian",Lepidoptera,Nymphalidae,Pollinator
2312,Boyeria vinosa,Fawn darner,Odonata,Aeshnidae,Predator
2313,Xylocopa californica,California carpenter bee,Hymenoptera,Apidae,Pollinator
2314,Polia nimbosa,stormy arches,Lepidoptera,Noctuidae,Pest
2315,Atta texana,Texas Leafcutter,Hymenoptera,Formicidae,Pest
2316,Palpita magniferalis,splendid palpita snout moth,Lepidoptera,Crambidae,Pest
2317,Catocala concumbens,Pink underwing,Lepidoptera,Erebidae,Pollinator
2318,Cyligramma latona,cream-striped owl moth,Lepidoptera,Erebidae,Pollinator
2319,Orthetrum chrysis,"The Spine-tufted skimmer, brown-backed red marsh hawk",Odonata,Libellulidae,Predator
2320,Efferia aestuans,Friendly Robber,Diptera,Asilidae,Predator
2321,Brachygastra mellifica,Mexican honey wasp,Hymenoptera,Vespidae,Pollinator
2322,Laspeyria flexula,beautiful hook-tip moth,Lepidoptera,Erebidae,Pollinator
2323,Chrysolina bankii,Leaf beetle,Coleoptera,Chrysomelidae,Herbivore
2324,Siproeta stelenes,malachite,Lepidoptera,Nymphalidae,Pollinator
2325,Pandemis limitata,three-lined leafroller,Lepidoptera,Tortricidae,Pest
2326,Scolia dubia,"the two-spotted scoliid wasp, blue-winged scoliid wasp",Hymenoptera,Scoliidae,"Predator, parasitoid"
2327,Mallophora fautrix,Flordia Bee killer,Diptera,Asilidae,Predator
2328,Papilio thoas,"the king swallowtail, Thoas swallowtail,",Lepidoptera,Papilionidae,Pollinator
2329,Clepsis melaleucana,"the king swallowtail, Thoas swallowtail,",Lepidoptera,Tortricidae,Pest
2330,Prionus coriarius,"the tanner, the sawyer",Coleoptera,Cerambycidae,Pest
2331,Sympetrum vulgatum,Vagrant Darter,Odonata,Libellulidae,Predator
2332,Bombus bimaculatus,Two-spotted bumble bee,Hymenoptera,Apidae,Pollinator
2333,Costaconvexa centrostrigaria,bent-line carpet,Lepidoptera,Geometridae,Pest
2334,Erynnis propertius,duskywings,Lepidoptera,Hesperiidae,Pollinator
2335,Cucullia asteroides,"goldenrod hooded owlet, asteroid moth",Lepidoptera,Noctuidae,Herbivore
2336,Polyommatus icarus,"The common blue butterfly, European common blue",Lepidoptera,Lycaenidae,Pollinator
2337,Anax longipes,Comet Darner,Odonata,Aeshnidae,Predator
2338,Typocerus zebra,Zebra Longhorn,Coleoptera,Cerambycidae,Pollinator
2339,Eburia quadrigeminata,"Ivory-Marked Beetle, Ivory-Marked Borer",Coleoptera,Cerambycidae,Pest
2340,Rabdophaga strobiloides,Willow pinecone gall midge,Diptera,Cecidomyiidae,Pest
2341,Megisba malaya,The Malayan,Lepidoptera,Lycaenidae,Pollinator
2342,Anatis ocellata,Eyed Ladybug,Coleoptera,Coccinellidae,Predator
2343,Ematurga atomaria,Common Heath,Lepidoptera,Geometridae,Pollinator
2344,Acronicta insularis,"Cattail Caterpillar, Henry's March Moth",Lepidoptera,Noctuidae,Pest
2345,Diaprepes abbreviatus,"Diaprepes Root Weevil, Citrus Root Weevil,
Sugarcane Rootstock Borer Weevil",Coleoptera,Curculionidae,Pest
2346,Lethe confusa,banded treebrown butterfly,Lepidoptera,Nymphalidae,Pollinator
2347,Habrosyne pyritoides,Buff arches,Lepidoptera,Drepanidae,Unknown/Not Available
2348,Petrophila bifascialis,two-banded petrophila moth,Lepidoptera,Crambidae,Pollinator
2349,Aporia crataegi,Black-Veined White,Lepidoptera,Pieridae,Pollinator
2350,Automeris io,Io Moth,Lepidoptera,Saturniidae,Pollinator
2351,Boloria epithore,Pacific fritillary,Lepidoptera,Nymphalidae,Pollinator
2352,Hypoprepia miniata,the scarlet-winged lichen moth or scarlet lichen moth,Lepidoptera,Erebidae,Pollinator
2353,Sympetrum vicinum,"Yellow-legged Meadowhawk, Autumn Meadowhawk",Odonata,Libellulidae,Predator
2354,Endotricha pyrosalis,,Lepidoptera,Pyralidae,Pest
2355,Cigaritis vulcanus,common silverline,Lepidoptera,Lycaenidae,Pollinator
2356,Eristalis arbustorum,European drone fly,Diptera,Syrphidae,Pollinator
2357,Abracris flavolineata,Short-horned Grasshopper,Orthoptera,Acrididae,Herbivore
2358,Hippotion scrofa,Coprosma Hawk Moth,Lepidoptera,Sphingidae,Pollinator
2359,Bolitotherus cornutus,forked fungus beetle,Coleoptera,Tenebrionidae,Decomposer
2360,Pselliopus barberi,Orange Assassin Bug,Hemiptera,Reduviidae,Predator
2361,Brenthis ino,lesser marbled fritillary,Lepidoptera,Nymphalidae,Pollinator
2362,Desmia funeralis,Grape Leaffolder Moth,Lepidoptera,Crambidae,Pest
2363,Tropidacris cristata,Giant Red-winged Grasshopper,Orthoptera,Romaleidae,Herbivore
2364,Lophocampa caryae,hickory tussock moth,Lepidoptera,Erebidae,Pest
2365,Hipparchia semele,grayling,Lepidoptera,Nymphalidae,Pollinator
2366,Plagodis pulveraria,the barred umber,Lepidoptera,Geometridae,Unknown/Not Available
2367,Caenurgia chloropha,vetch looper moth,Lepidoptera,Erebidae,Pest
2368,Rivula propinqualis,"the spotted grass moth, yellow snout-moth",Lepidoptera,Erebidae,Pest
2369,Dorcus parallelipipedus,Lesser Stag Beetle,Coleoptera,Lucanidae,Decomposer
2370,Chrysoteuchia culmella,garden grass veneer,Lepidoptera,Crambidae,Pest
2371,Coreus marginatus,Dock bug,Hemiptera,Coreidae,Herbivore
2372,Selenisa sueroides," pale-edged selenisa, legume caterpillar",Lepidoptera,Erebidae,Pest
2373,Euploea midamus,Blue Spotted Crow,Lepidoptera,Nymphalidae,Pollinator
2374,Dioctria hyalipennis,Robber Fly,Diptera,Asilidae,Predator
2375,Polyommatus bellargus,Adonis blue,Lepidoptera,Lycaenidae,Pollinator
2376,Lebadea martha,knight butterfly,Lepidoptera,Nymphalidae,Pollinator
2377,Coenagrion puella,Azure damselfly,Odonata,Coenagrionidae,Predator
2378,Aeshna interrupta,Variable Darner,Odonata,Aeshnidae,Predator
2379,Monochamus notatus,"Northeastern Pine Sawyer, Notable Sawyer",Coleoptera,Cerambycidae,Pest
2380,Andricus kingi,Red Cone Gall Wasp ,Hymenoptera,Cynipidae,Pest
2381,Lestes forcipatus,sweetflag spreadwing,Odonata,Lestidae,Predator
2382,Iphiclides feisthamelii,southern scarce swallowtail,Lepidoptera,Papilionidae,Pollinator
2383,Nerice bidentata,"Base-Streaked Prominent Moth, Double-Toothed Moth ",Lepidoptera,Notodontidae,Pest
2384,Boloria euphrosyne,Pearl-bordered fritillary,Lepidoptera,Nymphalidae,Pollinator
2385,Brachythemis contaminata,Ditch jewel,Odonata,Libellulidae,Predator
2386,Rutpela maculata,the spotted longhorn,Coleoptera,Cerambycidae,Pollinator
2387,Boisea rubrolineata,western boxelder bug,Hemiptera,Rhopalidae,Pest
2388,Chlorochroa ligata,Conchuela bug,Hemiptera,Pentatomidae,Pest
2389,Libellula quadrimaculata,"four-spotted chaser, sour-spotted skimmer",Odonata,Libellulidae,Predator
2390,Kleidocerys resedae,the birch catkin bug,Hemiptera,Lygaeidae,Pest
2391,Pyrausta despicata,the straw-barred pearl,Lepidoptera,Crambidae,Pollinator
2392,Dromogomphus spoliatus,Flag-Tailed Spinyleg,Odonata,Gomphidae,Predator
2393,Hypena madefactalis,gray-eyed bomolocha,Lepidoptera,Erebidae,Pest
2394,Nymphalis antiopa,Morning Cloak,Lepidoptera,Nymphalidae,Pollinator
2395,Lon taxiles,taxiles skipper,Lepidoptera,Hesperiidae,Pollinator
2396,Parapoynx diminutalis,Hydrilla leafcutter moth,Lepidoptera,Crambidae,Pest
2397,Psorophora ciliata,"gallinipper,shaggy-legged gallinippe",Diptera,Culicidae,Pest
2398,Linepithema humile,argentine ant,Hymenoptera,Formicidae,"Invasive species, pest"
2399,Eumaeus atala,"Atala butterfly, coontie hairstreak",Lepidoptera,Lycaenidae,Pollinator
2400,Catocala amatrix,Sweetheart underwing,Lepidoptera,Erebidae,Pollinator
2401,Argia nahuana,Aztec Dancer,Odonata,Coenagrionidae,Predator
2402,Pyronia bathseba,Spanish gatekeeper,Lepidoptera,Nymphalidae,Pollinator
2403,Tetracis cachexiata,White Slate-line,Lepidoptera,Geometridae,Unknown/Not Available
2404,Siona lineata,black-veined moth,Lepidoptera,Geometridae,Pest
2405,Stagmomantis carolina,Carolina Mantis,Mantodea,Mantidae,Predator
2406,Abraxas sylvata,Clouded Magpie ,Lepidoptera,Geometridae,Pest
2407,Aptera fusca,"Cape Mountain Cockroach, Giat Cockroach, 
Table Moutain Cockroach ",Blattodea,Blaberidae,Decomposer
2408,Lestes alacer,plateau spreadwing,Odonata,Lestidae,Predator
2409,Ochropleura implecta,	flame-shouldered dart,Lepidoptera,Noctuidae,Pest
2410,Mesembrina meridiana,"Noon fly, Noonday fly",Diptera,Muscidae,Decomposer
2411,Pyrochroa coccinea,Cardinal beetle,Coleoptera,Pyrochroidae,Predator
2412,Zale horrida,Horrid Zale,Lepidoptera,Erebidae,Pest
2413,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,Pest
2414,Clepsis persicana,white triangle tortrix,Lepidoptera,Tortricidae,Pest
2415,Cicindela hybrida,northern dune tiger beetle,Coleoptera,Carabidae,Predator
2416,Dactylotum bicolor,barber pole grasshopper,Orthoptera,Acrididae,Herbivore
2417,Bombus impatiens,Common eastern bumble bee,Hymenoptera,Apidae,Pollinator
2418,Acanthocephala declivis,Giant Leaf-footed bug,Hemiptera,Coreidae,Pest
2419,Colocasia coryli,Nut-tree tussock,Lepidoptera,Noctuidae,Pest
2420,Achyra affinitalis,Cotton Web Spinner,Lepidoptera,Crambidae,Pest
2421,Polygrammate hebraeicum,"Hebrew moth, Hebrew",Lepidoptera,Noctuidae,Pest
2422,Largus succinctus,largus bug,Hemiptera,Largidae,Predator
2423,Pseudochorthippus curtipennis,marsh meadow grasshopper,Orthoptera,Acrididae,Pest
2424,Palpita quadristigmalis,four-spotted palpita moth,Lepidoptera,Crambidae,Pest
2425,Trichius fasciatus,Eurasian Bee Beetle,Coleoptera,Scarabaeidae,Pollinator
2426,Petrophila jaliscalis,,Lepidoptera,Crambidae,Pest
2427,Pseudosphinx tetrio,"tetrio sphinx, giant gray sphinx, frangipani hornworm,plumeria caterpillar.",Lepidoptera,Sphingidae,Pest
2428,Coccinella septempunctata,seven-spot ladybird,Coleoptera,Coccinellidae,Predator
2429,Corydalus cornutus,eastern dobsonfly,Megaloptera,Corydalidae,Predator
2430,Galasa nigrinodis,"boxwood leaftier moth, boxwood webworm",Lepidoptera,Pyralidae,Pest
2431,Nicrophorus vespilloides,Common Sexton Beetle,Coleoptera,Silphidae,Decomposer
2432,Boloria chariclea,Arctic Fritillary,Lepidoptera,Nymphalidae,Pollinator
2433,Hypena scabra,green cloverworm,Lepidoptera,Erebidae,Pest
2434,Ischnura verticalis,Eastern Forktail,Odonata,Coenagrionidae,Predator
2435,Graphium doson,Common jay,Lepidoptera,Papilionidae,Pollinator
2436,Dermestes lardarius,"Larder Beetle, Moisture Bug",Coleoptera,Dermestidae,Pest
2437,Analeptura lineola,Flower Longhorn Beetle,Coleoptera,Cerambycidae,Pollinator
2438,Lymantria monacha,"black arches, nun moth",Lepidoptera,Erebidae,Pest
2439,Pezotettix giornae,common Marquis grasshopper,Orthoptera,Acrididae,Herbivore
2440,Atta cephalotes,leaf cutting ant,Hymenoptera,Formicidae,Pest
2441,Mocis latipes,"Small Mocis Moth,  Striped Grass Looper",Lepidoptera,Erebidae,Pest
2442,Sparganothis sulfureana,"sparganothis fruitworm moth, blueberry leafroller",Lepidoptera,Tortricidae,Pest
2443,Araschnia levana,Map Butterfly,Lepidoptera,Nymphalidae,Pollinator
2444,Crematogaster peringueyi,,Hymenoptera,Formicidae,Predator
2445,Ocypus olens,Devil's coach-horse beetle,Coleoptera,Staphylinidae,Predator
2446,Pontia edusa,Eastern Bath white,Lepidoptera,Pieridae,Pollinator
2447,Urbanus proteus,Long-tailed Skipper,Lepidoptera,Hesperiidae,Pest
2448,Pachydiplax longipennis,blue dasher,Odonata,Libellulidae,Predator
2449,Zerene cesonia,Southern Dogface,Lepidoptera,Pieridae,Pollinator
2450,Panorpa communis,common scorpionfly,Mecoptera,Panorpidae,Decomposer
2451,Diplolepis polita,Spiny Leaf Gall Wasp,Hymenoptera,Cynipidae,Pest
2452,Heliopetes laviana,Laviana White-Skipper,Lepidoptera,Hesperiidae,Pollinator
2453,Pyrausta bicoloralis,bicolored pyrausta moth,Lepidoptera,Crambidae,Pest
2454,Labidomera clivicollis,milkweed leaf beetle,Coleoptera,Chrysomelidae,Herbivore
2455,Cacyreus marshalli,pelargonium butterfly,Lepidoptera,Lycaenidae,Pest
2456,Achlyodes pallida,Pale Sicklewing,Lepidoptera,Hesperiidae,Pollinator
2457,Amata phegea,Nine-Spotted Moth,Lepidoptera,Erebidae,Pollinator
2458,Harpalus rufipes,strawberry seed beetle,Coleoptera,Carabidae,Pest
2459,Plagiodera versicolora, Imported Willow Leaf Beetle,Coleoptera,Chrysomelidae,Pest
2460,Calpodes ethlius," Brazilian skipper,  canna butterfly, arrowroot butterfly, lesser canna leafroller, Geshna cannalis",Lepidoptera,Hesperiidae,Pest
2461,Deilephila elpenor,"Elephant Hawk-Moth, 
Large Elephant Hawk-Moth",Lepidoptera,Sphingidae,Pollinator
2462,Blastobasis glandulella,"acorn moth,tortrix moth",Lepidoptera,Blastobasidae,Pest
2463,Eubolina impartialis,eubolina moth,Lepidoptera,Erebidae,Pollinator
2464,Pieris virginiensis,West Virginia white,Lepidoptera,Pieridae,Pollinator
2465,Neophasia menapia,Pine White Butterfly,Lepidoptera,Pieridae,Pest
2466,Micromus tasmaniae,Tasmanian Brown Lscewing,Neuroptera,Hemerobiidae,Predator
2467,Trichordestra legitima,Striped Garden Caterpillar,Lepidoptera,Noctuidae,Pest
2468,Tripudia quadrifera,,Lepidoptera,Noctuidae,Unknown/Not Available
2469,Halictus tripartitus,Tripartite Sweat Bee,Hymenoptera,Halictidae,Pollinator
2470,Oedemera nobilis,"false oil beetle, thick-legged flower beetle,swollen-thighed beetle",Coleoptera,Oedemeridae,Pollinator
2471,Spectrotrota fimbrialis,,Lepidoptera,Pyralidae,Pest
2472,Pseudocoremia suavis,the common forest looper,Lepidoptera,Geometridae,Pest
2473,Diastictis fracturalis,Fractured Western Snout Moth,Lepidoptera,Crambidae,Pest
2474,Acraea serena,Dancing Acraea ,Lepidoptera,Nymphalidae,Pollinator
2475,Omophoita cyanipennis,eight-spotted flea beetle,Coleoptera,Chrysomelidae,Pest
2476,Cercopis vulnerata," black-and-red froghopper, red-and-black froghopper",Hemiptera,Cercopidae,Pest
2477,Anaplectoides prasina,Green Arches,Lepidoptera,Noctuidae,Decomposer
2478,Euthrix potatoria,"the drinker
",Lepidoptera,Lasiocampidae,Pest
2479,Nannodiplax rubra,Pygmy Percher,Odonata,Libellulidae,Predator
2480,Tettigonia cantans,,Orthoptera,Tettigoniidae,Predator
2481,Lomaspilis marginata,clouded border moth,Lepidoptera,Geometridae,Unknown/Not Available
2482,Orthetrum sabina, the slender skimmer or green marsh hawk,Odonata,Libellulidae,Predator
2483,Anartia jatrophae,White Peacock,Lepidoptera,Nymphalidae,Pollinator
2484,Haploa clymene,Clymene moth,Lepidoptera,Erebidae,Pollinator
2485,Papilio polyxenes,"black swallowtail, American swallowtail, parsnip swallowtail, parsley swallowtail, celeryworm, caraway worm",Lepidoptera,Papilionidae,Pest
2486,Papilio anchisiades," ruby-spotted swallowtail,red-spotted swallowtail",Lepidoptera,Papilionidae,Pollinator
2487,Microtheoris vibicalis,Whip-Marked Snout Moth,Lepidoptera,Crambidae,Pollinator
2488,Leptysma marginicollis,cattail toothpick grasshopper,Orthoptera,Acrididae,Herbivore
2489,Mylothris agathina,"Eastern Dotted Border, Common Dotted Border",Lepidoptera,Pieridae,Pollinator
2490,Syngamia florella,"Orange-spotted Flower Moth, Red Waisted Florella Moth",Lepidoptera,Crambidae,Pollinator
2491,Nepytia canosaria,False Hemlock Looper Moth,Lepidoptera,Geometridae,Pest
2492,Aedes albopictus,"Tiger Mosquito, Forest Mosquito ",Diptera,Culicidae,"Invasive species, pest"
2493,Halictus scabiosae,great banded furrow-bee,Hymenoptera,Halictidae,Pollinator
2494,Marpesia petreus,Ruddy Daggerwing,Lepidoptera,Nymphalidae,Pollinator
2495,Prionus laticollis,broadnecked root borer,Coleoptera,Cerambycidae,Pest
2496,Charaxes jasius, two-tailed pasha,Lepidoptera,Nymphalidae,Pollinator
2497,Enicospilus purgatus,Short-Tailed ichneumon Wasp,Hymenoptera,Ichneumonidae,Parasitoid
2498,Aidemona azteca,Aztec Spur-Throat ,Orthoptera,Acrididae,Unknown/Not Available
2499,Philenora aspectalella,Little Mask Philenora,Lepidoptera,Erebidae,Pollinator
2500,Caenurgina crassiuscula,"Clover Looper, Range Grass Moth",Lepidoptera,Erebidae,Pest
2501,Phosphila miselioides,spotted phosphila,Lepidoptera,Noctuidae,Pest
2502,Speyeria idalia,Regal fritillary,Lepidoptera,Nymphalidae,Pollinator
2503,Pantomorus cervinus,Fuller's rose beetle,Coleoptera,Curculionidae,Pest
2504,Satyrium titus, the coral hairstreak,Lepidoptera,Lycaenidae,Pollinator
2505,Pachypsylla celtidismamma," hackberry nipplegall maker, hackberry psylla",Hemiptera,Aphalaridae,Pest
2506,Pseudohermonassa bicarnea,pink-spotted dart,Lepidoptera,Noctuidae,Pest
2507,Lucanus capreolus,reddish-brown stag beetle,Coleoptera,Lucanidae,Decomposer
2508,Stilpnochlora couloniana,Giant Katydid,Orthoptera,Tettigoniidae,Predator
2509,Hypsoropha hormos,small necklace moth,Lepidoptera,Erebidae,Pest
2510,Haematopis grataria,Chickweed geometer,Lepidoptera,Geometridae,Pest
2511,Polyphylla decemlineata,"the watermelon beetle, ten-lined June beetle",Coleoptera,Scarabaeidae,Pest
2512,Strymon istapa,"Mallow Hairstreak, Dotted Hairstreak, Hewitson's Hairstreak",Lepidoptera,Lycaenidae,Pollinator
2513,Melangyna novaezelandiae,Large Hover Fly,Diptera,Syrphidae,Pollinator
2514,Sympetrum flaveolum,Yellow-winged Darter,Odonata,Libellulidae,Predator
2515,Clepsis peritana,"Garden tortrix, strawberry garden tortrix",Lepidoptera,Tortricidae,Pest
2516,Enallagma traviatum,Slender Bluet,Odonata,Coenagrionidae,Predator
2517,Acherontia atropos,African Death's Head Hawkmoth,Lepidoptera,Sphingidae,Pollinator
2518,Feltia subterranea,"granulate cutworm,tawny shoulder",Lepidoptera,Noctuidae,Pest
2519,Diphthera festiva,Hieroglyphic Moth,Lepidoptera,Nolidae,Pollinator
2520,Eantis tamenund,Northern Sicklewing,Lepidoptera,Hesperiidae,Pollinator
2521,Cordulegaster boltonii,Golden-ringed dragonfly,Odonata,Cordulegastridae,Predator
2522,Crocothemis erythraea,scarlet dragonfly,Odonata,Libellulidae,Predator
2523,Erpetogomphus designatus,eastern ringtail,Odonata,Gomphidae,Predator
2524,Paltothemis lineatipes,red rock skimmer,Odonata,Libellulidae,Predator
2525,Eurema blanda,Three-spot grass yellow,Lepidoptera,Pieridae,Pollinator
